% Model,test2_particle_dist.mph
% Version,COMSOL 5.1.0.234
% Date,"Feb 5 2025, 07:53"
% Dimension,2
% Nodes,33282
% Expressions,1
% Description,Contour
% s1,s2,IsoLevel
0.043733799999999996,0,1.7476131700999435E7
0.043733799999999996,-2.0598713712276427E-4,1.7476131700999435E7
0.043733799999999996,-4.119742742455286E-4,1.7476131700999435E7
0.04373379999999999,-6.179614113682927E-4,1.7476131700999435E7
0.04373379999999999,-8.239485484910571E-4,1.7476131700999435E7
0.0437338,-0.0010299356856138214,1.7476131700999435E7
0.04373379999999999,-0.0012359228227365856,1.7476131700999435E7
0.043733799999999996,-0.0014419099598593499,1.7476131700999435E7
0.04391468571428571,-2.059871371218949E-4,1.7476131700999435E7
0.04391468571428571,-4.1197427424465927E-4,1.7476131700999435E7
0.043914685714285695,-6.179614113674234E-4,1.7476131700999435E7
0.0439146857142857,-8.239485484901876E-4,1.7476131700999435E7
0.04391468571428571,-0.001029935685612952,1.7476131700999435E7
0.04391468571428571,-0.0012359228227357163,1.7476131700999435E7
0.0439146857142857,-0.0014419099598584806,1.7476131700999435E7
0.04409557142857142,-4.1197427424378985E-4,1.7476131700999435E7
0.044095571428571415,-6.179614113665542E-4,1.7476131700999435E7
0.044095571428571415,-8.239485484893182E-4,1.7476131700999435E7
0.044095571428571415,-0.0010299356856120824,1.7476131700999435E7
0.044095571428571415,-0.0012359228227348468,1.7476131700999435E7
0.04409557142857143,-0.0014419099598576113,1.7476131700999435E7
0.044276457142857134,-6.179614113656847E-4,1.7476131700999435E7
0.04427645714285714,-8.239485484884489E-4,1.7476131700999435E7
0.04427645714285714,-0.0010299356856112133,1.7476131700999435E7
0.04427645714285713,-0.0012359228227339775,1.7476131700999435E7
0.04427645714285713,-0.0014419099598567417,1.7476131700999435E7
0.04445734285714283,-8.239485484875796E-4,1.7476131700999435E7
0.04445734285714285,-0.0010299356856103442,1.7476131700999435E7
0.04445734285714284,-0.0012359228227331082,1.7476131700999435E7
0.04445734285714283,-0.0014419099598558722,1.7476131700999435E7
0.04463822857142856,-0.0010299356856094746,1.7476131700999435E7
0.04463822857142855,-0.001235922822732239,1.7476131700999435E7
0.04463822857142855,-0.001441909959855003,1.7476131700999435E7
0.044819114285714265,-0.0012359228227313696,1.7476131700999435E7
0.04481911428571427,-0.0014419099598541338,1.7476131700999435E7
0.04499999999999998,-0.0014419099598532645,1.7476131700999435E7
0.04499999999999999,0,1.7476131700999435E7
0.04481911428571428,0,1.7476131700999435E7
0.044638228571428566,0,1.7476131700999435E7
0.044457342857142854,0,1.7476131700999435E7
0.04427645714285713,0,1.7476131700999435E7
0.04409557142857143,0,1.7476131700999435E7
0.04391468571428571,0,1.7476131700999435E7
0.044999999999999984,-2.059871371218949E-4,1.7476131700999435E7
0.04481911428571428,-2.0598713712189495E-4,1.7476131700999435E7
0.04463822857142856,-2.059871371218949E-4,1.7476131700999435E7
0.04445734285714285,-2.059871371218949E-4,1.7476131700999435E7
0.04427645714285713,-2.059871371218949E-4,1.7476131700999435E7
0.04409557142857143,-2.059871371218949E-4,1.7476131700999435E7
0.04499999999999999,-4.1197427424378985E-4,1.7476131700999435E7
0.04481911428571428,-4.1197427424378985E-4,1.7476131700999435E7
0.04463822857142856,-4.1197427424378985E-4,1.7476131700999435E7
0.04445734285714284,-4.1197427424378985E-4,1.7476131700999435E7
0.044276457142857134,-4.1197427424378985E-4,1.7476131700999435E7
0.044999999999999984,-6.179614113656847E-4,1.7476131700999435E7
0.04481911428571428,-6.179614113656848E-4,1.7476131700999435E7
0.044638228571428566,-6.179614113656847E-4,1.7476131700999435E7
0.04445734285714284,-6.179614113656847E-4,1.7476131700999435E7
0.04499999999999997,-8.239485484875796E-4,1.7476131700999435E7
0.04481911428571427,-8.239485484875798E-4,1.7476131700999435E7
0.04463822857142855,-8.239485484875797E-4,1.7476131700999435E7
0.044999999999999984,-0.0010299356856094746,1.7476131700999435E7
0.04481911428571427,-0.0010299356856094746,1.7476131700999435E7
0.044999999999999984,-0.0012359228227313696,1.7476131700999435E7
0.043733799999999996,-0.0016918257628574362,1.7476131700999435E7
0.043733799999999996,-0.001941741565855522,1.7476131700999435E7
0.04373379999999999,-0.002191657368853608,1.7476131700999435E7
0.04373379999999999,-0.0024415731718516937,1.7476131700999435E7
0.0437338,-0.0026914889748497805,1.7476131700999435E7
